id,zero_intelligence_count,zero_intelligence_intensity,zero_intelligence_shading_min,zero_intelligence_shading_max,market_maker_count,market_maker_intensity,market_maker_number_orders,market_maker_number_of_ticks_between_orders,market_maker_spread_around_asset,national_best_bid_and_offer_delay,session_length
445,25,0.0005,0,500,4,0.005,3,50,256,0,12000
446,66,0.0005,0,500,4,0.005,3,50,256,0,12000
447,25,0.001,0,500,4,0.005,3,50,256,0,12000
448,66,0.001,0,500,4,0.005,3,50,256,0,12000
449,25,0.0005,0,250,2,0.005,3,25,128,500,12000
450,66,0.0005,0,250,2,0.005,3,25,128,500,12000
451,25,0.001,0,250,2,0.005,3,25,128,500,12000
452,66,0.001,0,250,2,0.005,3,25,128,500,12000
453,25,0.0005,0,500,2,0.005,3,25,128,500,12000
454,66,0.0005,0,500,2,0.005,3,25,128,500,12000
455,25,0.001,0,500,2,0.005,3,25,128,500,12000
456,66,0.001,0,500,2,0.005,3,25,128,500,12000
457,25,0.0005,0,250,4,0.005,3,25,128,500,12000
458,66,0.0005,0,250,4,0.005,3,25,128,500,12000
459,25,0.001,0,250,4,0.005,3,25,128,500,12000
460,66,0.001,0,250,4,0.005,3,25,128,500,12000
461,25,0.0005,0,500,4,0.005,3,25,128,500,12000
462,66,0.0005,0,500,4,0.005,3,25,128,500,12000
463,25,0.001,0,500,4,0.005,3,25,128,500,12000
464,66,0.001,0,500,4,0.005,3,25,128,500,12000
465,25,0.0005,0,250,2,0.005,3,50,128,500,12000
466,66,0.0005,0,250,2,0.005,3,50,128,500,12000
467,25,0.001,0,250,2,0.005,3,50,128,500,12000
468,66,0.001,0,250,2,0.005,3,50,128,500,12000
469,25,0.0005,0,500,2,0.005,3,50,128,500,12000
470,66,0.0005,0,500,2,0.005,3,50,128,500,12000
471,25,0.001,0,500,2,0.005,3,50,128,500,12000
472,66,0.001,0,500,2,0.005,3,50,128,500,12000
473,25,0.0005,0,250,4,0.005,3,50,128,500,12000
474,66,0.0005,0,250,4,0.005,3,50,128,500,12000
475,25,0.001,0,250,4,0.005,3,50,128,500,12000
476,66,0.001,0,250,4,0.005,3,50,128,500,12000
477,25,0.0005,0,500,4,0.005,3,50,128,500,12000
478,66,0.0005,0,500,4,0.005,3,50,128,500,12000
479,25,0.001,0,500,4,0.005,3,50,128,500,12000
480,66,0.001,0,500,4,0.005,3,50,128,500,12000
481,25,0.0005,0,250,2,0.005,3,25,256,500,12000
482,66,0.0005,0,250,2,0.005,3,25,256,500,12000
483,25,0.001,0,250,2,0.005,3,25,256,500,12000
484,66,0.001,0,250,2,0.005,3,25,256,500,12000
485,25,0.0005,0,500,2,0.005,3,25,256,500,12000
486,66,0.0005,0,500,2,0.005,3,25,256,500,12000
487,25,0.001,0,500,2,0.005,3,25,256,500,12000
488,66,0.001,0,500,2,0.005,3,25,256,500,12000
489,25,0.0005,0,250,4,0.005,3,25,256,500,12000
490,66,0.0005,0,250,4,0.005,3,25,256,500,12000
491,25,0.001,0,250,4,0.005,3,25,256,500,12000
492,66,0.001,0,250,4,0.005,3,25,256,500,12000
493,25,0.0005,0,500,4,0.005,3,25,256,500,12000
494,66,0.0005,0,500,4,0.005,3,25,256,500,12000
495,25,0.001,0,500,4,0.005,3,25,256,500,12000
496,66,0.001,0,500,4,0.005,3,25,256,500,12000
497,25,0.0005,0,250,2,0.005,3,50,256,500,12000
498,66,0.0005,0,250,2,0.005,3,50,256,500,12000
499,25,0.001,0,250,2,0.005,3,50,256,500,12000
500,66,0.001,0,250,2,0.005,3,50,256,500,12000
501,25,0.0005,0,500,2,0.005,3,50,256,500,12000
502,66,0.0005,0,500,2,0.005,3,50,256,500,12000
503,25,0.001,0,500,2,0.005,3,50,256,500,12000
504,66,0.001,0,500,2,0.005,3,50,256,500,12000
505,25,0.0005,0,250,4,0.005,3,50,256,500,12000
506,66,0.0005,0,250,4,0.005,3,50,256,500,12000
507,25,0.001,0,250,4,0.005,3,50,256,500,12000
508,66,0.001,0,250,4,0.005,3,50,256,500,12000
509,25,0.0005,0,500,4,0.005,3,50,256,500,12000
510,66,0.0005,0,500,4,0.005,3,50,256,500,12000
511,25,0.001,0,500,4,0.005,3,50,256,500,12000
512,66,0.001,0,500,4,0.005,3,50,256,500,12000
513,25,0.0005,0,250,2,0.005,3,25,128,1000,12000
514,66,0.0005,0,250,2,0.005,3,25,128,1000,12000
515,25,0.001,0,250,2,0.005,3,25,128,1000,12000
516,66,0.001,0,250,2,0.005,3,25,128,1000,12000
517,25,0.0005,0,500,2,0.005,3,25,128,1000,12000
518,66,0.0005,0,500,2,0.005,3,25,128,1000,12000
519,25,0.001,0,500,2,0.005,3,25,128,1000,12000
520,66,0.001,0,500,2,0.005,3,25,128,1000,12000
521,25,0.0005,0,250,4,0.005,3,25,128,1000,12000
522,66,0.0005,0,250,4,0.005,3,25,128,1000,12000
523,25,0.001,0,250,4,0.005,3,25,128,1000,12000
524,66,0.001,0,250,4,0.005,3,25,128,1000,12000
525,25,0.0005,0,500,4,0.005,3,25,128,1000,12000
526,66,0.0005,0,500,4,0.005,3,25,128,1000,12000
527,25,0.001,0,500,4,0.005,3,25,128,1000,12000
528,66,0.001,0,500,4,0.005,3,25,128,1000,12000
529,25,0.0005,0,250,2,0.005,3,50,128,1000,12000
530,66,0.0005,0,250,2,0.005,3,50,128,1000,12000
531,25,0.001,0,250,2,0.005,3,50,128,1000,12000
532,66,0.001,0,250,2,0.005,3,50,128,1000,12000
533,25,0.0005,0,500,2,0.005,3,50,128,1000,12000
534,66,0.0005,0,500,2,0.005,3,50,128,1000,12000
535,25,0.001,0,500,2,0.005,3,50,128,1000,12000
536,66,0.001,0,500,2,0.005,3,50,128,1000,12000
537,25,0.0005,0,250,4,0.005,3,50,128,1000,12000
538,66,0.0005,0,250,4,0.005,3,50,128,1000,12000
539,25,0.001,0,250,4,0.005,3,50,128,1000,12000
540,66,0.001,0,250,4,0.005,3,50,128,1000,12000
541,25,0.0005,0,500,4,0.005,3,50,128,1000,12000
542,66,0.0005,0,500,4,0.005,3,50,128,1000,12000
543,25,0.001,0,500,4,0.005,3,50,128,1000,12000
544,66,0.001,0,500,4,0.005,3,50,128,1000,12000
545,25,0.0005,0,250,2,0.005,3,25,256,1000,12000
546,66,0.0005,0,250,2,0.005,3,25,256,1000,12000
547,25,0.001,0,250,2,0.005,3,25,256,1000,12000
548,66,0.001,0,250,2,0.005,3,25,256,1000,12000
549,25,0.0005,0,500,2,0.005,3,25,256,1000,12000
550,66,0.0005,0,500,2,0.005,3,25,256,1000,12000
551,25,0.001,0,500,2,0.005,3,25,256,1000,12000
552,66,0.001,0,500,2,0.005,3,25,256,1000,12000
553,25,0.0005,0,250,4,0.005,3,25,256,1000,12000
554,66,0.0005,0,250,4,0.005,3,25,256,1000,12000
555,25,0.001,0,250,4,0.005,3,25,256,1000,12000
556,66,0.001,0,250,4,0.005,3,25,256,1000,12000
557,25,0.0005,0,500,4,0.005,3,25,256,1000,12000
558,66,0.0005,0,500,4,0.005,3,25,256,1000,12000
559,25,0.001,0,500,4,0.005,3,25,256,1000,12000
560,66,0.001,0,500,4,0.005,3,25,256,1000,12000
561,25,0.0005,0,250,2,0.005,3,50,256,1000,12000
562,66,0.0005,0,250,2,0.005,3,50,256,1000,12000
563,25,0.001,0,250,2,0.005,3,50,256,1000,12000
564,66,0.001,0,250,2,0.005,3,50,256,1000,12000
565,25,0.0005,0,500,2,0.005,3,50,256,1000,12000
566,66,0.0005,0,500,2,0.005,3,50,256,1000,12000
567,25,0.001,0,500,2,0.005,3,50,256,1000,12000
568,66,0.001,0,500,2,0.005,3,50,256,1000,12000
569,25,0.0005,0,250,4,0.005,3,50,256,1000,12000
570,66,0.0005,0,250,4,0.005,3,50,256,1000,12000
571,25,0.001,0,250,4,0.005,3,50,256,1000,12000
572,66,0.001,0,250,4,0.005,3,50,256,1000,12000
573,25,0.0005,0,500,4,0.005,3,50,256,1000,12000
574,66,0.0005,0,500,4,0.005,3,50,256,1000,12000
575,25,0.001,0,500,4,0.005,3,50,256,1000,12000
576,66,0.001,0,500,4,0.005,3,50,256,1000,12000
577,25,0.0005,0,250,2,0.005,3,25,128,0,24000
578,66,0.0005,0,250,2,0.005,3,25,128,0,24000
579,25,0.001,0,250,2,0.005,3,25,128,0,24000
580,66,0.001,0,250,2,0.005,3,25,128,0,24000
581,25,0.0005,0,500,2,0.005,3,25,128,0,24000
582,66,0.0005,0,500,2,0.005,3,25,128,0,24000
583,25,0.001,0,500,2,0.005,3,25,128,0,24000
584,66,0.001,0,500,2,0.005,3,25,128,0,24000
585,25,0.0005,0,250,4,0.005,3,25,128,0,24000
586,66,0.0005,0,250,4,0.005,3,25,128,0,24000
587,25,0.001,0,250,4,0.005,3,25,128,0,24000
588,66,0.001,0,250,4,0.005,3,25,128,0,24000
589,25,0.0005,0,500,4,0.005,3,25,128,0,24000
590,66,0.0005,0,500,4,0.005,3,25,128,0,24000
591,25,0.001,0,500,4,0.005,3,25,128,0,24000
592,66,0.001,0,500,4,0.005,3,25,128,0,24000
593,25,0.0005,0,250,2,0.005,3,50,128,0,24000
594,66,0.0005,0,250,2,0.005,3,50,128,0,24000
595,25,0.001,0,250,2,0.005,3,50,128,0,24000
596,66,0.001,0,250,2,0.005,3,50,128,0,24000
597,25,0.0005,0,500,2,0.005,3,50,128,0,24000
598,66,0.0005,0,500,2,0.005,3,50,128,0,24000
599,25,0.001,0,500,2,0.005,3,50,128,0,24000
600,66,0.001,0,500,2,0.005,3,50,128,0,24000
601,25,0.0005,0,250,4,0.005,3,50,128,0,24000
602,66,0.0005,0,250,4,0.005,3,50,128,0,24000
603,25,0.001,0,250,4,0.005,3,50,128,0,24000
604,66,0.001,0,250,4,0.005,3,50,128,0,24000
605,25,0.0005,0,500,4,0.005,3,50,128,0,24000
606,66,0.0005,0,500,4,0.005,3,50,128,0,24000
607,25,0.001,0,500,4,0.005,3,50,128,0,24000
608,66,0.001,0,500,4,0.005,3,50,128,0,24000
609,25,0.0005,0,250,2,0.005,3,25,256,0,24000
610,66,0.0005,0,250,2,0.005,3,25,256,0,24000
611,25,0.001,0,250,2,0.005,3,25,256,0,24000
612,66,0.001,0,250,2,0.005,3,25,256,0,24000
613,25,0.0005,0,500,2,0.005,3,25,256,0,24000
614,66,0.0005,0,500,2,0.005,3,25,256,0,24000
615,25,0.001,0,500,2,0.005,3,25,256,0,24000
616,66,0.001,0,500,2,0.005,3,25,256,0,24000
617,25,0.0005,0,250,4,0.005,3,25,256,0,24000
618,66,0.0005,0,250,4,0.005,3,25,256,0,24000
619,25,0.001,0,250,4,0.005,3,25,256,0,24000
620,66,0.001,0,250,4,0.005,3,25,256,0,24000
621,25,0.0005,0,500,4,0.005,3,25,256,0,24000
622,66,0.0005,0,500,4,0.005,3,25,256,0,24000
623,25,0.001,0,500,4,0.005,3,25,256,0,24000
624,66,0.001,0,500,4,0.005,3,25,256,0,24000
625,25,0.0005,0,250,2,0.005,3,50,256,0,24000
626,66,0.0005,0,250,2,0.005,3,50,256,0,24000
627,25,0.001,0,250,2,0.005,3,50,256,0,24000
628,66,0.001,0,250,2,0.005,3,50,256,0,24000
629,25,0.0005,0,500,2,0.005,3,50,256,0,24000
630,66,0.0005,0,500,2,0.005,3,50,256,0,24000
631,25,0.001,0,500,2,0.005,3,50,256,0,24000
632,66,0.001,0,500,2,0.005,3,50,256,0,24000
633,25,0.0005,0,250,4,0.005,3,50,256,0,24000
634,66,0.0005,0,250,4,0.005,3,50,256,0,24000
635,25,0.001,0,250,4,0.005,3,50,256,0,24000
636,66,0.001,0,250,4,0.005,3,50,256,0,24000
637,25,0.0005,0,500,4,0.005,3,50,256,0,24000
638,66,0.0005,0,500,4,0.005,3,50,256,0,24000
639,25,0.001,0,500,4,0.005,3,50,256,0,24000
640,66,0.001,0,500,4,0.005,3,50,256,0,24000
641,25,0.0005,0,250,2,0.005,3,25,128,500,24000
642,66,0.0005,0,250,2,0.005,3,25,128,500,24000
643,25,0.001,0,250,2,0.005,3,25,128,500,24000
644,66,0.001,0,250,2,0.005,3,25,128,500,24000
645,25,0.0005,0,500,2,0.005,3,25,128,500,24000
646,66,0.0005,0,500,2,0.005,3,25,128,500,24000
647,25,0.001,0,500,2,0.005,3,25,128,500,24000
648,66,0.001,0,500,2,0.005,3,25,128,500,24000
649,25,0.0005,0,250,4,0.005,3,25,128,500,24000
650,66,0.0005,0,250,4,0.005,3,25,128,500,24000
651,25,0.001,0,250,4,0.005,3,25,128,500,24000
652,66,0.001,0,250,4,0.005,3,25,128,500,24000
653,25,0.0005,0,500,4,0.005,3,25,128,500,24000
654,66,0.0005,0,500,4,0.005,3,25,128,500,24000
655,25,0.001,0,500,4,0.005,3,25,128,500,24000
656,66,0.001,0,500,4,0.005,3,25,128,500,24000
657,25,0.0005,0,250,2,0.005,3,50,128,500,24000
658,66,0.0005,0,250,2,0.005,3,50,128,500,24000
659,25,0.001,0,250,2,0.005,3,50,128,500,24000
660,66,0.001,0,250,2,0.005,3,50,128,500,24000
661,25,0.0005,0,500,2,0.005,3,50,128,500,24000
662,66,0.0005,0,500,2,0.005,3,50,128,500,24000
663,25,0.001,0,500,2,0.005,3,50,128,500,24000
664,66,0.001,0,500,2,0.005,3,50,128,500,24000
665,25,0.0005,0,250,4,0.005,3,50,128,500,24000
666,66,0.0005,0,250,4,0.005,3,50,128,500,24000
667,25,0.001,0,250,4,0.005,3,50,128,500,24000
668,66,0.001,0,250,4,0.005,3,50,128,500,24000
669,25,0.0005,0,500,4,0.005,3,50,128,500,24000
670,66,0.0005,0,500,4,0.005,3,50,128,500,24000
671,25,0.001,0,500,4,0.005,3,50,128,500,24000
672,66,0.001,0,500,4,0.005,3,50,128,500,24000
673,25,0.0005,0,250,2,0.005,3,25,256,500,24000
674,66,0.0005,0,250,2,0.005,3,25,256,500,24000
675,25,0.001,0,250,2,0.005,3,25,256,500,24000
676,66,0.001,0,250,2,0.005,3,25,256,500,24000
677,25,0.0005,0,500,2,0.005,3,25,256,500,24000
678,66,0.0005,0,500,2,0.005,3,25,256,500,24000
679,25,0.001,0,500,2,0.005,3,25,256,500,24000
680,66,0.001,0,500,2,0.005,3,25,256,500,24000
681,25,0.0005,0,250,4,0.005,3,25,256,500,24000
682,66,0.0005,0,250,4,0.005,3,25,256,500,24000
683,25,0.001,0,250,4,0.005,3,25,256,500,24000
684,66,0.001,0,250,4,0.005,3,25,256,500,24000
685,25,0.0005,0,500,4,0.005,3,25,256,500,24000
686,66,0.0005,0,500,4,0.005,3,25,256,500,24000
687,25,0.001,0,500,4,0.005,3,25,256,500,24000
688,66,0.001,0,500,4,0.005,3,25,256,500,24000
689,25,0.0005,0,250,2,0.005,3,50,256,500,24000
690,66,0.0005,0,250,2,0.005,3,50,256,500,24000
691,25,0.001,0,250,2,0.005,3,50,256,500,24000
692,66,0.001,0,250,2,0.005,3,50,256,500,24000
693,25,0.0005,0,500,2,0.005,3,50,256,500,24000
694,66,0.0005,0,500,2,0.005,3,50,256,500,24000
695,25,0.001,0,500,2,0.005,3,50,256,500,24000
696,66,0.001,0,500,2,0.005,3,50,256,500,24000
697,25,0.0005,0,250,4,0.005,3,50,256,500,24000
698,66,0.0005,0,250,4,0.005,3,50,256,500,24000
699,25,0.001,0,250,4,0.005,3,50,256,500,24000
700,66,0.001,0,250,4,0.005,3,50,256,500,24000
701,25,0.0005,0,500,4,0.005,3,50,256,500,24000
702,66,0.0005,0,500,4,0.005,3,50,256,500,24000
703,25,0.001,0,500,4,0.005,3,50,256,500,24000
704,66,0.001,0,500,4,0.005,3,50,256,500,24000
705,25,0.0005,0,250,2,0.005,3,25,128,1000,24000
706,66,0.0005,0,250,2,0.005,3,25,128,1000,24000
707,25,0.001,0,250,2,0.005,3,25,128,1000,24000
708,66,0.001,0,250,2,0.005,3,25,128,1000,24000
709,25,0.0005,0,500,2,0.005,3,25,128,1000,24000
710,66,0.0005,0,500,2,0.005,3,25,128,1000,24000
711,25,0.001,0,500,2,0.005,3,25,128,1000,24000
712,66,0.001,0,500,2,0.005,3,25,128,1000,24000
713,25,0.0005,0,250,4,0.005,3,25,128,1000,24000
714,66,0.0005,0,250,4,0.005,3,25,128,1000,24000
715,25,0.001,0,250,4,0.005,3,25,128,1000,24000
716,66,0.001,0,250,4,0.005,3,25,128,1000,24000
717,25,0.0005,0,500,4,0.005,3,25,128,1000,24000
718,66,0.0005,0,500,4,0.005,3,25,128,1000,24000
719,25,0.001,0,500,4,0.005,3,25,128,1000,24000
720,66,0.001,0,500,4,0.005,3,25,128,1000,24000
721,25,0.0005,0,250,2,0.005,3,50,128,1000,24000
722,66,0.0005,0,250,2,0.005,3,50,128,1000,24000
723,25,0.001,0,250,2,0.005,3,50,128,1000,24000
724,66,0.001,0,250,2,0.005,3,50,128,1000,24000
725,25,0.0005,0,500,2,0.005,3,50,128,1000,24000
726,66,0.0005,0,500,2,0.005,3,50,128,1000,24000
727,25,0.001,0,500,2,0.005,3,50,128,1000,24000
728,66,0.001,0,500,2,0.005,3,50,128,1000,24000
729,25,0.0005,0,250,4,0.005,3,50,128,1000,24000
730,66,0.0005,0,250,4,0.005,3,50,128,1000,24000
731,25,0.001,0,250,4,0.005,3,50,128,1000,24000
732,66,0.001,0,250,4,0.005,3,50,128,1000,24000
733,25,0.0005,0,500,4,0.005,3,50,128,1000,24000
734,66,0.0005,0,500,4,0.005,3,50,128,1000,24000
735,25,0.001,0,500,4,0.005,3,50,128,1000,24000
736,66,0.001,0,500,4,0.005,3,50,128,1000,24000
737,25,0.0005,0,250,2,0.005,3,25,256,1000,24000
738,66,0.0005,0,250,2,0.005,3,25,256,1000,24000
739,25,0.001,0,250,2,0.005,3,25,256,1000,24000
740,66,0.001,0,250,2,0.005,3,25,256,1000,24000
741,25,0.0005,0,500,2,0.005,3,25,256,1000,24000
742,66,0.0005,0,500,2,0.005,3,25,256,1000,24000
743,25,0.001,0,500,2,0.005,3,25,256,1000,24000
744,66,0.001,0,500,2,0.005,3,25,256,1000,24000
745,25,0.0005,0,250,4,0.005,3,25,256,1000,24000
746,66,0.0005,0,250,4,0.005,3,25,256,1000,24000
747,25,0.001,0,250,4,0.005,3,25,256,1000,24000
748,66,0.001,0,250,4,0.005,3,25,256,1000,24000
749,25,0.0005,0,500,4,0.005,3,25,256,1000,24000
750,66,0.0005,0,500,4,0.005,3,25,256,1000,24000
751,25,0.001,0,500,4,0.005,3,25,256,1000,24000
752,66,0.001,0,500,4,0.005,3,25,256,1000,24000
753,25,0.0005,0,250,2,0.005,3,50,256,1000,24000
754,66,0.0005,0,250,2,0.005,3,50,256,1000,24000
755,25,0.001,0,250,2,0.005,3,50,256,1000,24000
756,66,0.001,0,250,2,0.005,3,50,256,1000,24000
757,25,0.0005,0,500,2,0.005,3,50,256,1000,24000
758,66,0.0005,0,500,2,0.005,3,50,256,1000,24000
759,25,0.001,0,500,2,0.005,3,50,256,1000,24000
760,66,0.001,0,500,2,0.005,3,50,256,1000,24000
761,25,0.0005,0,250,4,0.005,3,50,256,1000,24000
762,66,0.0005,0,250,4,0.005,3,50,256,1000,24000
763,25,0.001,0,250,4,0.005,3,50,256,1000,24000
764,66,0.001,0,250,4,0.005,3,50,256,1000,24000
765,25,0.0005,0,500,4,0.005,3,50,256,1000,24000
766,66,0.0005,0,500,4,0.005,3,50,256,1000,24000
767,25,0.001,0,500,4,0.005,3,50,256,1000,24000
768,66,0.001,0,500,4,0.005,3,50,256,1000,24000
